Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54976983,Finding the Mother Tree: Discovering the Wisdom of the Forest,Suzanne Simard,"Simard, Suzanne",,"=""052565609X""","=""9780525656098""",0,4.22,Knopf,Hardcover,348,2021,2021,,2023/07/10,"to-read, rec-jp","to-read (#158), rec-jp (#1)",to-read,,,,0,0
18775058,Free+Style: Maximize Sport and Life Performance with Four Basic Movements,Carl Paoli,"Paoli, Carl",Anthony Sherbondy,"=""1628600209""","=""9781628600209""",0,4.21,Victory Belt Publishing,Hardcover,432,2014,2014,2015/01/01,2014/08/04,,,read,,,,2,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2015/01/01,2014/05/23,,,read,,,,1,0
58092347,The Hitchiker's Guide to the Galaxy,Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,,,,,1979,2015/01/01,2023/07/09,,,read,,,,1,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",0,4.16,Free Press,Paperback,372,2004,1989,,2023/07/08,to-read,to-read (#157),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.22,Crown,Paperback,544,2004,2003,,2023/07/06,to-read,to-read (#156),to-read,,,,0,0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,W. W. Norton & Company,Paperback,301,2018,2017,,2023/07/06,to-read,to-read (#155),to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2023/07/06,to-read,to-read (#154),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,Kindle Edition,368,2019,2019,,2023/07/03,"to-read, ai, sci-fi","to-read (#153), ai (#4), sci-fi (#2)",to-read,,,,0,0
4887,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,"Miller, Alice",,"=""0465016901""","=""9780465016907""",0,4.05,Basic Books,Paperback,136,1997,1979,,2023/07/02,to-read,to-read (#152),to-read,,,,0,0
60643059,The Network State: How To Start a New Country,Balaji S. Srinivasan,"Srinivasan, Balaji S.",,"=""""","=""""",0,4.00,Amazon Kindle,Kindle Edition,262,2022,,,2023/07/02,to-read,to-read (#151),to-read,,,,0,0
51660,Food of the Gods: The Search for the Original Tree of Knowledge,Terence McKenna,"McKenna, Terence",,"=""0553371304""","=""9780553371307""",0,4.12,Bantam Books (NY et al.),Paperback,311,1993,1992,,2023/07/02,to-read,to-read (#150),to-read,,,,0,0
26570149,Brain and Behavior: A Cognitive Neuroscience Perspective,David Eagleman,"Eagleman, David",Jonathan Downar,"=""0195377680""","=""9780195377682""",0,4.26,Oxford University Press,Hardcover,688,2015,2015,,2023/07/01,"to-read, agi-house-hackathon","to-read (#149), agi-house-hackathon (#1)",to-read,,,,0,0
45776,Feynman's Rainbow: A Search for Beauty in Physics and in Life,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0446692514""","=""9780446692519""",0,4.04,Grand Central Publishing,Paperback,192,2004,2005,,2023/06/25,to-read,to-read (#148),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",4,4.14,Ballantine Books,Hardcover,342,2016,2016,,2023/02/03,"multiverse, sci-fi","multiverse (#1), sci-fi (#1)",read,,,,1,0
79388,Home Comforts: The Art and Science of Keeping House,Cheryl Mendelson,"Mendelson, Cheryl",Harry   Bates,"=""0743272862""","=""9780743272865""",0,4.16,Scribner,Paperback,896,2005,1999,,2023/06/06,"to-read, housekeeping","to-read (#147), housekeeping (#1)",to-read,,,,0,0
102146148,What's Our Problem?: A Self-Help Book for Societies,Tim Urban,"Urban, Tim",,"=""""","=""9798987722602""",0,4.27,Wait But Why,Kindle Edition,746,2023,2023,,2023/06/03,to-read,to-read (#146),to-read,,,,0,0
60690713,"Unstoppable Us, Volume 1: How Humans Took Over the World",Yuval Noah Harari,"Harari, Yuval Noah",Ricard Zaplana Ruiz,"=""0593643461""","=""9780593643464""",0,4.25,Bright Matter Books ,Hardcover,208,2022,2022,,2023/06/03,to-read,to-read (#145),to-read,,,,0,0
62313346,Excellent Advice for Living: Wisdom I Wish I'd Known Earlier,Kevin Kelly,"Kelly, Kevin",,"=""0593654528""","=""9780593654521""",0,4.23,Viking,Hardcover,224,2023,,,2023/05/22,"to-read, ryan-holiday","to-read (#144), ryan-holiday (#1)",to-read,,,,0,0
68540,The Fall of Rome and the End of Civilization,Bryan Ward-Perkins,"Ward-Perkins, Bryan",,"=""0192807285""","=""9780192807281""",0,4.00,Oxford University Press,Paperback,239,2006,2005,,2023/04/26,"to-read, safeguarding-the-future, rebuilding-civilizations","to-read (#143), safeguarding-the-future (#5), rebuilding-civilizations (#1)",to-read,,,,0,0
56097578,"God, Human, Animal, Machine: Technology, Metaphor, and the Search for Meaning",Meghan O'Gieblyn,"O'Gieblyn, Meghan",,"=""""","=""""",0,4.26,Random House Audio,Audible Audio,,2021,2021,,2023/04/25,"to-read, ai, post-sci-fi, safeguarding-the-future","to-read (#142), ai (#3), post-sci-fi (#3), safeguarding-the-future (#4)",to-read,,,,0,0
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,"=""0804136696""","=""9780804136693""",0,4.08,Crown,Hardcover,352,2015,2015,,2023/04/20,"to-read, safeguarding-the-future","to-read (#141), safeguarding-the-future (#3)",to-read,,,,0,0
156785,Diaspora,Greg Egan,"Egan, Greg",,"=""3453161815""","=""9783453161818""",0,4.11,Heyne,Paperback,443,2000,1997,,2023/04/18,"to-read, post-sci-fi, ai, safeguarding-the-future","to-read (#140), post-sci-fi (#2), ai (#2), safeguarding-the-future (#6)",to-read,,,,0,0
28678856,"Crystal Society (Crystal Trilogy, #1)",Max Harms,"Harms, Max",,"=""""","=""""",0,4.12,,Kindle Edition,559,2016,2017,,2023/04/10,"to-read, ai, tw-loopuleasa, post-sci-fi","to-read (#139), ai (#1), tw-loopuleasa (#1), post-sci-fi (#1)",to-read,,,,0,0
152435,"Steps to an Ecology of Mind: Collected Essays in Anthropology, Psychiatry, Evolution, and Epistemology",Gregory Bateson,"Bateson, Gregory",,"=""0226039056""","=""9780226039053""",0,4.26,University of Chicago Press,Paperback,533,2000,1972,,2023/04/10,"to-read, hds-3182","to-read (#138), hds-3182 (#4)",to-read,,,,0,0
32445648,Baffled by Love: Stories of the Lasting Impact of Childhood Trauma Inflicted by Loved Ones,Laurie  Kahn,"Kahn, Laurie",,"=""1631522264""","=""9781631522260""",0,4.50,She Writes Press,Paperback,272,2017,,,2023/03/20,"to-read, hds-3182","to-read (#137), hds-3182 (#3)",to-read,,,,0,0
6094237,Hindu Psychology: Its Meaning for the West,Akhilananda,"Akhilananda, Akhilananda",Gordon W. Allport,"=""0415211107""","=""9780415211109""",4,3.25,Routledge,Hardcover,262,1999,1946,,2023/03/19,hds-3182,hds-3182 (#2),read,,,,1,0
51710349,The WEIRDest People in the World: How the West Became Psychologically Peculiar and Particularly Prosperous,Joseph Henrich,"Henrich, Joseph",,"=""0374710457""","=""9780374710453""",0,4.12,"Farrar, Straus and Giroux",Kindle Edition,706,2020,2020,,2023/02/06,"to-read, hds-3182","to-read (#129), hds-3182 (#1)",to-read,,,,0,0
54140556,Working in Public: The Making and Maintenance of Open Source Software,Nadia Eghbal,"Eghbal, Nadia",,"=""0578675862""","=""9780578675862""",0,3.94,Stripe Press,Hardcover,252,2020,2020,,2023/02/21,"to-read, crypto-from-linda-xie","to-read (#131), crypto-from-linda-xie (#5)",to-read,,,,0,0
49766350,Get Together: How to build a community with your people,Bailey  Richardson,"Richardson, Bailey","Kai Elmer Sotto, Kevin  Huynh","=""1953953328""","=""9781953953322""",0,3.76,Stripe Press,Kindle Edition,193,2019,,,2023/02/21,"to-read, crypto-from-linda-xie","to-read (#132), crypto-from-linda-xie (#4)",to-read,,,,0,0
984428,Crypto: How the Code Rebels Beat the Government—Saving Privacy in the Digital Age,Steven Levy,"Levy, Steven",,"=""0140244328""","=""9780140244328""",0,4.04,Penguin Publishing Group,Paperback,368,2002,2001,,2023/02/21,"to-read, crypto-from-linda-xie","to-read (#133), crypto-from-linda-xie (#3)",to-read,,,,0,0
38212134,How the Internet Happened: From Netscape to the iPhone,Brian  McCullough,"McCullough, Brian",,"=""1631493078""","=""9781631493072""",0,4.27,Liveright,Hardcover,384,2018,2018,,2023/02/21,"to-read, crypto-from-linda-xie","to-read (#134), crypto-from-linda-xie (#2)",to-read,,,,0,0
18699243,Virtual Economies: Design and Analysis (Information Policy),Vili  Lehdonvirta,"Lehdonvirta, Vili",Edward Castronova,"=""0262027259""","=""9780262027250""",0,4.35,The MIT Press,Hardcover,294,2014,2014,,2023/02/21,"to-read, crypto-from-linda-xie","to-read (#135), crypto-from-linda-xie (#1)",to-read,,,,0,0
26345891,The 6th Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""1680650351""","=""9781680650358""",0,4.15,Turtleback Books,Paperback,336,2015,2014,,2023/02/09,"to-read, safeguarding-the-future","to-read (#130), safeguarding-the-future (#2)",to-read,,,,0,0
31951505,"The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century (The Princeton Economic History of the Western World, 74)",Walter Scheidel,"Scheidel, Walter",,"=""0691165025""","=""9780691165028""",0,3.81,Princeton University Press,Hardcover,528,2017,2017,,2023/03/09,"to-read, safeguarding-the-future","to-read (#136), safeguarding-the-future (#1)",to-read,,,,0,0
13099738,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon,"Kleon, Austin",,"=""0761169253""","=""9780761169253""",4,3.96,Workman Publishing Company,Paperback,160,2012,2012,,2021/05/02,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.51,Ballantine Books,Hardcover,476,2021,2021,2023/02/23,2022/07/04,,,read,,,,1,0
51778153,Livewired: The Inside Story of the Ever-Changing Brain,David Eagleman,"Eagleman, David",,"=""030790749X""","=""9780307907493""",0,4.17,Pantheon Books,Hardcover,352,2020,2014,,2023/01/30,to-read,to-read (#128),to-read,,,,0,0
60151185,The Pathless Path: Imagining a New Story For Work and Life,Paul  Millerd,"Millerd, Paul",,"=""""","=""9798985515343""",0,4.00,Pathless Publishing,Kindle Edition,222,2022,2022,,2023/01/28,to-read,to-read (#127),to-read,,,,0,0
55051661,"Genius Makers: The Mavericks Who Brought AI to Google, Facebook, and the World",Cade Metz,"Metz, Cade",,"=""1524742686""","=""9781524742683""",3,4.27,Dutton,ebook,360,2021,,2023/01/22,2022/12/24,,,read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.15,Knopf,Hardcover,401,2022,2022,,2023/01/18,"to-read, gates-summer-reads","to-read (#126), gates-summer-reads (#1)",to-read,,,,0,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.39,Viking,Hardcover,464,2014,2014,,2023/01/15,to-read,to-read (#125),to-read,,,,0,0
58009109,The Power Law: Venture Capital and the Making of the New Future,Sebastian Mallaby,"Mallaby, Sebastian",,"=""052555999X""","=""9780525559993""",0,4.43,Penguin Press,Hardcover,496,2022,2022,,2022/12/29,to-read,to-read (#124),to-read,,,,0,0
337517,Things Hidden Since the Foundation of the World,René Girard,"Girard, René","Stephen Bann, Michael Metteer","=""0804722153""","=""9780804722155""",0,4.25,Stanford University Press,Paperback,470,1987,1978,,2022/12/25,to-read,to-read (#123),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.86,Oxford University Press,Hardcover,352,2014,2014,,2022/12/24,to-read,to-read (#122),to-read,,,,0,0
1751047,A Piece of the Action: How the Middle Class Joined the Money Class,Joe Nocera,"Nocera, Joe",,"=""0684804352""","=""9780684804354""",0,4.36,Touchstone,Paperback,464,1995,1994,,2022/12/20,to-read,to-read (#121),to-read,,,,0,0
4119,"The Great Good Place: Cafés, Coffee Shops, Bookstores, Bars, Hair Salons and Other Hangouts at the Heart of a Community",Ray Oldenburg,"Oldenburg, Ray",,"=""1569246815""","=""9781569246818""",0,3.84,Da Capo Press,Paperback,384,1999,1989,,2022/12/17,to-read,to-read (#120),to-read,,,,0,0
6373455,The Wayfinders: Why Ancient Wisdom Matters in the Modern World (CBC Massey Lecture),Wade Davis,"Davis, Wade",,"=""0887847668""","=""9780887847660""",0,4.23,House of Anansi Press,Paperback,262,2009,2009,,2022/12/05,to-read,to-read (#119),to-read,,,,0,0
2714607,The Ascent of Money: A Financial History of the World,Niall Ferguson,"Ferguson, Niall",,"=""1594201927""","=""9781594201929""",0,3.90,Penguin Press,Hardcover,442,2008,2007,,2022/11/13,to-read,to-read (#118),to-read,,,,0,0
49785708,Four Thousand Weeks: Time and How to Use It,Oliver Burkeman,"Burkeman, Oliver",,"=""""","=""""",4,4.21,Vintage Digital,Kindle Edition,273,2021,2021,2022/11/13,2021/12/28,,,read,,,,1,0
57570,All You Need To Know About the Music Business: 6th Edition,Donald S. Passman,"Passman, Donald S.",Randy Glass,"=""0743293185""","=""9780743293181""",0,4.29,Free Press,Hardcover,464,2006,2013,,2022/11/11,to-read,to-read (#117),to-read,,,,0,0
36233254,Ashtavakra Gita: The Ultimate Solace,Harsha Yardi,"Yardi, Harsha",,"=""1370865139""","=""9781370865130""",0,4.32,Harsha,ebook,,2017,,,2022/11/07,to-read,to-read (#116),to-read,,,,0,0
1938237,Vasistha's Yoga,Venkatesananda,"Venkatesananda, Venkatesananda",,"=""0791413640""","=""9780791413647""",0,4.67,SUNY Press,Paperback,767,1993,1993,,2022/11/07,to-read,to-read (#115),to-read,,,,0,0
299869,I Am That: Talks with Sri Nisargadatta Maharaj,Nisargadatta Maharaj,"Maharaj, Nisargadatta","Maurice Frydman, Sudhaker S. Dikshit","=""0893860220""","=""9780893860226""",0,4.42,The Acorn Press,Paperback,550,1988,1973,,2022/11/07,to-read,to-read (#114),to-read,,,,0,0
58085215,Reality+: Virtual Worlds and the Problems of Philosophy,David J. Chalmers,"Chalmers, David J.",,"=""0393635805""","=""9780393635805""",0,3.73,W. W. Norton & Company,Hardcover,544,2022,2022,,2022/11/03,to-read,to-read (#113),to-read,,,,0,0
41817484,The Case Against Reality: Why Evolution Hid the Truth from Our Eyes,Donald D. Hoffman,"Hoffman, Donald D.",,"=""0393254690""","=""9780393254693""",0,3.86,W. W. Norton & Company,Hardcover,272,2019,,,2022/11/03,to-read,to-read (#112),to-read,,,,0,0
59892281,Proof of Stake: The Making of Ethereum and the Philosophy of Blockchains,Vitalik Buterin,"Buterin, Vitalik",Nathan Schneider,"=""164421248X""","=""9781644212486""",0,3.67,Seven Stories Press,Paperback,384,2022,,,2022/09/29,to-read,to-read (#111),to-read,,,,0,0
947061,Mapping the Mind,Rita Carter,"Carter, Rita",,"=""0520224612""","=""9780520224612""",0,4.10,University of California Press,Paperback,224,1999,1998,,2022/09/20,to-read,to-read (#110),to-read,,,,0,0
56753443,"Impact Networks: Create Connection, Spark Collaboration, and Catalyze Systemic Change",David Ehrlichman,"Ehrlichman, David",,"=""1523091681""","=""9781523091683""",0,4.20,Berrett-Koehler Publishers,Paperback,264,2021,,,2022/09/13,to-read,to-read (#109),to-read,,,,0,0
59064518,The Metaverse: And How It Will Revolutionize Everything,Matthew L. Ball,"Ball, Matthew L.",,"=""1324092033""","=""9781324092032""",0,3.81,Liveright,Hardcover,352,2022,,,2022/07/27,to-read,to-read (#108),to-read,,,,0,0
13589182,Mastery,Robert Greene,"Greene, Robert",,"=""0670024961""","=""9780670024964""",0,4.26,Viking,Hardcover,318,2012,2012,,2022/07/17,to-read,to-read (#107),to-read,,,,0,0
87436,The Hedgehog and the Fox: An Essay on Tolstoy's View of History,Isaiah Berlin,"Berlin, Isaiah",,"=""1566630193""","=""9781566630191""",0,4.04,"Ivan R. Dee, Publisher",Paperback,95,1993,1953,,2022/07/06,to-read,to-read (#106),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",0,4.40,Random House,Kindle Edition,208,2016,2016,,2022/07/06,to-read,to-read (#105),to-read,,,,0,0
8567383,When Money Dies: The Nightmare of the Weimar Hyper-inflation,fergusson-adam,"fergusson-adam, fergusson-adam",,"=""1906964440""","=""9781906964443""",0,3.78,,Paperback,288,2010,1975,,2022/06/20,to-read,to-read (#104),to-read,,,,0,0
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",0,3.88,Orbit,Hardcover,563,2020,2020,,2022/06/07,to-read,to-read (#103),to-read,,,,0,0
58188742,How to Live: 27 conflicting answers and one weird conclusion,Derek Sivers,"Sivers, Derek",,"=""""","=""""",0,4.22,Hit Media,Hardcover,115,2021,2021,,2022/05/01,to-read,to-read (#102),to-read,,,,0,0
11289729,"Sacred Economics: Money, Gift, and Society in the Age of Transition",Charles Eisenstein,"Eisenstein, Charles",,"=""1583943978""","=""9781583943977""",0,4.23,North Atlantic Books,Paperback,469,2011,2011,,2022/04/27,to-read,to-read (#101),to-read,,,,0,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.02,Spectra,Kindle Edition,559,2018,1992,,2022/04/24,to-read,to-read (#100),to-read,,,,0,0
59384136,Zero to IPO: Over $1 Trillion Worth of Advice from the World's Most Successful Entrepreneurs,Frederic Kerrest,"Kerrest, Frederic",,"=""1264277679""","=""9781264277674""",0,4.10,McGraw Hill,Kindle Edition,408,2022,2022,,2022/04/24,to-read,to-read (#99),to-read,,,,0,0
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""0300078153""","=""9780300078152""",0,4.21,Yale University Press,Paperback,461,1999,1998,,2022/04/07,"to-read, from-ribbonfarm","to-read (#98), from-ribbonfarm (#5)",to-read,,,,0,0
2930212,Evolution and Conversion: Dialogues on the Origins of Culture,René Girard,"Girard, René",Pierpaolo Antonello,"=""0567032523""","=""9780567032522""",0,4.10,Continuum,Paperback,296,2011,2003,,2022/04/06,to-read,to-read (#97),to-read,,,,0,0
18444337,"When These Things Begin: Conversations with Michel Treguer (Studies in Violence, Mimesis & Culture)",René Girard,"Girard, René",,"=""1611861101""","=""9781611861105""",0,4.47,Michigan State University Press,Paperback,152,2014,1994,,2022/04/06,to-read,to-read (#96),to-read,,,,0,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,3.97,Allen & Unwin,Paperback,288,2019,2013,,2022/04/06,to-read,to-read (#95),to-read,,,,0,0
60404725,The Network State: A Lecture Series In Virtual Reality,Balaji Srinivasan,"Srinivasan, Balaji",,"=""""","=""""",0,5.00,1729.com,ebook,100,2021,,,2022/03/19,to-read,to-read (#94),to-read,,,,0,0
59616405,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,"Forte, Tiago",Building a Second Brain,"=""1797143875""","=""9781797143873""",0,4.06,Simon  Schuster Audio,Audiobook,,2022,2022,,2022/03/14,to-read,to-read (#93),to-read,,,,0,0
21314,The Starfish and the Spider: The Unstoppable Power of Leaderless Organizations,Ori Brafman,"Brafman, Ori",Rod A. Beckstrom,"=""1591841437""","=""9781591841432""",0,3.83,Portfolio Hardcover,Hardcover,240,2006,2006,,2022/03/02,to-read,to-read (#92),to-read,,,,0,0
18652777,Disciplined Entrepreneurship: 24 Steps to a Successful Startup,Bill Aulet,"Aulet, Bill",,"=""""","=""""",0,4.28,Wiley,Kindle Edition,406,2013,2013,,2022/02/13,to-read,to-read (#91),to-read,,,,0,0
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",0,4.12,Riverhead Books,Hardcover,224,2018,2017,,2022/02/06,to-read,to-read (#90),to-read,,,,0,0
23425,Status Anxiety,Alain de Botton,"Botton, Alain de",,"=""0375725350""","=""9780375725357""",0,3.89,Vintage,Paperback,306,2005,2004,,2022/02/02,to-read,to-read (#89),to-read,,,,0,0
20787425,Reinventing Organizations: A Guide to Creating Organizations Inspired by the Next Stage of Human Consciousness,Frederic Laloux,"Laloux, Frederic",Ken Wilber,"=""2960133528""","=""9782960133523""",0,4.21,Nelson Parker,Kindle Edition,382,2014,2014,,2022/01/03,to-read,to-read (#88),to-read,,,,0,0
36680837,Meditations,Marcus Aurelius,"Aurelius, Marcus",Gregory Hays,"=""""","=""""",5,4.28,Modern Library,Kindle Edition,256,2002,180,2022/01/03,2017/04/10,,,read,,,,1,0
55711592,High Conflict: Why We Get Trapped and How We Get Out,Amanda Ripley,"Ripley, Amanda",,"=""1982128569""","=""9781982128562""",0,4.27,Simon & Schuster,Hardcover,368,2021,2021,,2021/12/28,to-read,to-read (#86),to-read,,,,0,0
42291479,The Extended Mind: The Power of Thinking Outside the Brain,Annie Murphy Paul,"Paul, Annie Murphy",,"=""0544947584""","=""9780544947580""",0,4.04,Mariner Books,Kindle Edition,352,2021,2021,,2021/12/28,to-read,to-read (#85),to-read,,,,0,0
52962238,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,"Dalio, Ray",,"=""1982160276""","=""9781982160272""",0,4.28,Avid Reader Press / Simon & Schuster,Hardcover,576,2021,2021,,2021/12/28,to-read,to-read (#84),to-read,,,,0,0
52382055,The Strangest Secret (An Official Nightingale Conant Publication),Earl Nightingale,"Nightingale, Earl",,"=""1640951075""","=""9781640951075""",0,4.43,Sound Wisdom,Kindle Edition,112,2019,1956,,2021/06/22,to-read,to-read (#77),to-read,,,,0,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.08,North River Press,Paperback,384,2004,1984,,2021/11/18,to-read,to-read (#83),to-read,,,,0,0
43723901,Lifespan: Why We Age―and Why We Don't Have To,David A. Sinclair,"Sinclair, David A.",,"=""1501191977""","=""9781501191978""",0,4.15,Atria Books,Hardcover,432,2019,2019,,2021/10/06,to-read,to-read (#82),to-read,,,,0,0
51942513,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,Jay Shetty,"Shetty, Jay",,"=""1982134488""","=""9781982134488""",0,4.20,Simon & Schuster,Hardcover,328,2020,2020,,2021/09/05,to-read,to-read (#81),to-read,,,,0,0
